modulo;arquivo_origem;data_extracao;id_compra;id_compra_item;numero_item;tipo_material_servico;codigo_item_catalogo;descricao_simples;descricao_detalhada;quantidade;unidade_medida;valor_estimado_item;valor_homologado_item;valor_unitario_resultado;valor_total_resultado;menor_lance;valor_negociado;situacao_item;tem_resultado;fornecedor_vencedor_cnpj;fornecedor_vencedor_nome;beneficio;criterio_julgamento;decreto7174;sustentavel;data_encerramento;data_adjudicacao;data_homologacao;data_resultado;data_inclusao_pncp;data_atualizacao_pncp;data_alteracao
LEI14133;itens_15813205902412025_pncp_p1.json;2026-03-26 08:35:47;15813205902412025;1581320590241202500048;00048;Material;614300;Porca;PORCA, MATERIAL AÇO, TIPO SEXTAVADA, TRATAMENTO SUPERFICIAL ZINCADO,CARACTERÍSTICAS ADICIONAIS REFERENCIA 310322, ALTURA 10 MM, TIPO ROSCA M4,DIÂMETRO NOMINAL 7 MM;80.0;Centena;69,72;69,70;69,70;5576,00;;;Homologado;Sim;34465947000190;ROLDFER SERVICOS E ACESSORIOS LTDA;Participação exclusiva para ME/EPP;Menor preço;;;;;;01/12/2025;04/09/2025;01/12/2025;
LEI14133;itens_15813205902412025_pncp_p1.json;2026-03-26 08:35:47;15813205902412025;1581320590241202500037;00037;Material;479689;Madeira construção;MADEIRA CONSTRUÇÃO, TIPO MADEIRA EUCALIPTO, FORMATO MOURÃO, ACABAMENTO COMTRATAMENTO, APLICAÇÃO CONSTRUÇÃO CIVIL EM GERAL, DIÂMETRO MÍNIMO 11 CM,DIÂMETRO MÁXIMO 13 CM;1900.0;Unidade;149,05;94,60;94,60;179740,00;;;Homologado;Sim;47865006000195;3 G COMERCIO E SERVICOS LTDA;Não se aplica;Menor preço;;;;;;01/12/2025;04/09/2025;01/12/2025;
LEI14133;itens_15813205902412025_pncp_p1.json;2026-03-26 08:35:47;15813205902412025;1581320590241202500044;00044;Material;449664;Parafusadeira;PARAFUSADEIRA, TIPO: BATERIA 3,06 V , ROTAÇÃO: 360 RPM, VOLTAGEM: BIVOLT V, CARACTERÍSTICAS ADICIONAIS: TEMPO DE CARGA: 90 MIN. , COMPONENTES: 1 MALETA PLÁSTICA, KIT: 33 BITS, 1 ADAPTADOR USB;64.0;Unidade;427,81;;;;;;Fracassado;;;;Participação exclusiva para ME/EPP;Menor preço;;;;;;;04/09/2025;17/12/2025;
LEI14133;itens_15813205902412025_pncp_p1.json;2026-03-26 08:35:47;15813205902412025;1581320590241202500029;00029;Material;462387;Conexão hidráulica;CONEXÃO HIDRÁULICA, MATERIAL: PVC , TIPO: JOELHO , TIPO FIXAÇÃO: SOLDÁVEL , BITOLA: 25 X 20 MM;290.0;Unidade;0,85;;;;;;Fracassado;;;;Participação exclusiva para ME/EPP;Menor preço;;;;;;;04/09/2025;17/12/2025;
LEI14133;itens_15813205902412025_pncp_p1.json;2026-03-26 08:35:47;15813205902412025;1581320590241202500028;00028;Material;466306;Equipamento , acessório - apicultura;EQUIPAMENTO / ACESSÓRIO - APICULTURA, TIPO GARFO DESOPERCULADOR, MATERIAL AÇOINÓX AISI 304, APLICAÇÃO ATIVIDADES APÍCOLAS;17.0;Unidade;234,26;199,79;199,79;3396,43;;;Homologado;Sim;01424128000145;LUIZ TADEO DAMASCHI;Participação exclusiva para ME/EPP;Menor preço;;;;;;01/12/2025;04/09/2025;01/12/2025;
LEI14133;itens_15813205902412025_pncp_p1.json;2026-03-26 08:35:47;15813205902412025;1581320590241202500070;00070;Material;264869;Triturador;TRITURADOR, MATERIAL CHAPA DE AÇO SAE 1020 E FACAS EM FERRO COM TEMPER A,CAPACIDADE 100 KG/H, UTILIZAÇÃO TRITURAÇÃO RESÍDUOS DE MADEIRA, TENSÃOALIMENTAÇÃO 110 V, POTÊNCIA MOTOR 1,5 CV, CARACTERÍSTICAS ADICIONAIS COMTRATAMENTO ANTICORROSIVO, TIPO MOTOR MONOFÁSICO, ROTAÇÃO 3.000 RPM;24.0;Unidade;1807,86;1631,01;1631,01;39144,24;;;Homologado;Sim;18641075000117;LICITARE PRODUTOS, MATERIAIS E SERVICOS LTDA;Participação exclusiva para ME/EPP;Menor preço;;;;;;01/12/2025;04/09/2025;01/12/2025;
LEI14133;itens_15813205902412025_pncp_p1.json;2026-03-26 08:35:47;15813205902412025;1581320590241202500069;00069;Material;372609;Trena;TRENA, MATERIAL FIBRA VIDRO, LARGURA LÂMINA 13 MM, COMPRIMENTO 50 M,CARACTERÍSTICAS ADICIONAIS CAIXA ABERTA, TIPO REBOBINAMENTO MANUAL, CORAMARELA;110.0;Unidade;126,71;59,00;59,00;6490,00;;;Homologado;Sim;38972458000185;EBENEZER PRESTADORA DE SERVICOS LTDA;Participação exclusiva para ME/EPP;Menor preço;;;;;;01/12/2025;04/09/2025;01/12/2025;
LEI14133;itens_15813205902412025_pncp_p1.json;2026-03-26 08:35:47;15813205902412025;1581320590241202500068;00068;Material;429990;Torneira;TORNEIRA, MATERIAL CORPO: PLÁSTICO , TIPO: FILTRO , DIÂMETRO: 1/2 POL, COR: BRANCA;100.0;Unidade;6,37;;;;;;Fracassado;;;;Participação exclusiva para ME/EPP;Menor preço;;;;;;;04/09/2025;01/12/2025;
LEI14133;itens_15813205902412025_pncp_p1.json;2026-03-26 08:35:47;15813205902412025;1581320590241202500003;00003;Material;472050;Arruela;ARRUELA, MATERIAL AÇO CARBONO, DIÂMETRO INTERNO 10 MM, TRATAMENTO SUPERFICIALZINCADO, TIPO LISA, CARACTERÍSTICAS ADICIONAIS REDONDA;1251.0;Centena;41,61;11,00;11,00;13761,00;;;Homologado;Sim;59850232000181;DRW COMERCIO LTDA;Participação exclusiva para ME/EPP;Menor preço;;;;;;01/12/2025;04/09/2025;01/12/2025;
LEI14133;itens_15813205902412025_pncp_p1.json;2026-03-26 08:35:47;15813205902412025;1581320590241202500023;00023;Material;366526;Mangueira Hidráulica;MANGUEIRA HIDRÁULICA, MATERIAL: POLIETILENO DE BAIXA DENSIDADE , PRESSÃO TRABALHO: 0,2 A 0,8 KGF/CM2, APLICAÇÃO: IRRIGAÇÃO , ESPESSURA PAREDE: 0,24 MM, BITOLA: 28 MM;95.0;Rolo 500,00 M;517,23;;;;;;Fracassado;;;;Participação exclusiva para ME/EPP;Menor preço;;;;;;;04/09/2025;17/12/2025;
LEI14133;itens_15813205902412025_pncp_p1.json;2026-03-26 08:35:47;15813205902412025;1581320590241202500022;00022;Material;456837;Arame;ARAME, MATERIAL METAL GALVANIZADO, BITOLA 2,76 MM, APLICAÇÃO CERCA ELÉTRICA;31.0;Quilograma;23,11;20,86;20,86;646,66;;;Homologado;Sim;34465947000190;ROLDFER SERVICOS E ACESSORIOS LTDA;Participação exclusiva para ME/EPP;Menor preço;;;;;;01/12/2025;04/09/2025;01/12/2025;
LEI14133;itens_15813205902412025_pncp_p1.json;2026-03-26 08:35:47;15813205902412025;1581320590241202500001;00001;Material;248013;Flange;FLANGE, MATERIAL PVC- CLORETO DE POLIVINILA, TIPO COM FUROS, DIÂMETRO NOMINAL60 MM, CARACTERÍSTICAS ADICIONAIS PARA JUNÇÃO DE TUBULACÕES, APLICAÇÃO REDEHIDRÁULICA, TIPO FIXAÇÃO PARAFUSADA;100.0;Conjunto;281,56;210,00;210,00;21000,00;;;Homologado;Sim;47759958000124;MADIMBA EMPREENDIMENTOS LTDA;Participação exclusiva para ME/EPP;Menor preço;;;;;;01/12/2025;04/09/2025;01/12/2025;
LEI14133;itens_15813205902412025_pncp_p1.json;2026-03-26 08:35:47;15813205902412025;1581320590241202500043;00043;Material;605824;Poste de madeira;POSTE DE MADEIRA, TIPO CÔNICO, VARIEDADE EUCALÍPTO,, COMPRIMENTO 4 M, DIÂMETROMÍNIMO 21 CM, DIÂMETRO MÁXIMO 25 CM, CARACTERÍSTICAS ADICIONAIS TRATADO EMAUTOCLAVE;130.0;Unidade;234,30;234,29;234,29;30457,70;;;Homologado;Sim;21793208000185;DF MAQUINAS E FERRAMENTAS LTDA;Participação exclusiva para ME/EPP;Menor preço;;;;;;01/12/2025;04/09/2025;01/12/2025;
LEI14133;itens_15813205902412025_pncp_p1.json;2026-03-26 08:35:47;15813205902412025;1581320590241202500042;00042;Material;449366;Pá;PÁ, MATERIAL CABO MADEIRA, APLICAÇÃO JARDINAGEM, MATERIAL AÇO, CARACTERÍSTICASADICIONAIS PÁ MANUAL PRA JARDINAGEM;45.0;Unidade;32,32;10,00;10,00;450,00;;;Homologado;Sim;51659136000149;SOUL DISTRIBUIDORA DE PRODUTOS E EQUIPAMENTOS INDUSTRIAIS LTDA;Participação exclusiva para ME/EPP;Menor preço;;;;;;01/12/2025;04/09/2025;01/12/2025;
LEI14133;itens_15813205902412025_pncp_p1.json;2026-03-26 08:35:47;15813205902412025;1581320590241202500021;00021;Material;451620;Tampão conexão;TAMPÃO CONEXÃO, MATERIAL: POLIETILENO - PEAD , TIPO CONEXÃO: CAP , DIÂMETRO: 20 MM, USO: INSTALAÇÕES HIDRÁULICAS;133.0;Unidade;4,53;;;;;;Fracassado;;;;Participação exclusiva para ME/EPP;Menor preço;;;;;;;04/09/2025;17/12/2025;
LEI14133;itens_15813205902412025_pncp_p1.json;2026-03-26 08:35:47;15813205902412025;1581320590241202500018;00018;Material;231772;Facão;FACÃO, MATERIAL LÂMINA AÇO, MATERIAL CABO POLIPROPILENO, COMPRIMENTO 14 POL,TIPO PARA MATO, CARACTERÍSTICAS ADICIONAIS COM BAINHA;47.0;Unidade;37,88;19,91;19,91;935,77;;;Homologado;Sim;51659136000149;SOUL DISTRIBUIDORA DE PRODUTOS E EQUIPAMENTOS INDUSTRIAIS LTDA;Participação exclusiva para ME/EPP;Menor preço;;;;;;01/12/2025;04/09/2025;01/12/2025;
LEI14133;itens_15813205902412025_pncp_p1.json;2026-03-26 08:35:47;15813205902412025;1581320590241202500017;00017;Material;329421;Enxadão;ENXADÃO, MATERIAL AÇO CARBONO TEMPERADO, CARACTERÍSTICAS ADICIONAIS PINTURAELETROSTÁTICA A PÓ, MATERIAL CABO MADEIRA 130 CM, COR PRETO;122.0;Unidade;57,29;41,13;41,13;5017,86;;;Homologado;Sim;18641075000117;LICITARE PRODUTOS, MATERIAIS E SERVICOS LTDA;Participação exclusiva para ME/EPP;Menor preço;;;;;;01/12/2025;04/09/2025;01/12/2025;
LEI14133;itens_15813205902412025_pncp_p1.json;2026-03-26 08:35:47;15813205902412025;1581320590241202500016;00016;Material;317027;Enxada;ENXADA, MATERIAL AÇO CARBONO, MATERIAL ENCAIXE CABO AÇO CARBONO, LARGURA 20 CM, ALTURA 18 CM, PESO 0,810 KG, TIPO ESTAMPADO(ACHATADO), MATERIAL CABO MADEIRA, COMPRIMENTO CABO 150 CM, CARACTERÍSTICAS ADICIONAIS PINTURA ELESTROSTÁTICA;211.0;Unidade;59,15;36,99;36,99;7804,89;;;Homologado;Sim;18641075000117;LICITARE PRODUTOS, MATERIAIS E SERVICOS LTDA;Participação exclusiva para ME/EPP;Menor preço;;;;;;01/12/2025;04/09/2025;01/12/2025;
LEI14133;itens_15813205902412025_pncp_p1.json;2026-03-26 08:35:47;15813205902412025;1581320590241202500033;00033;Material;607541;Conjunto motor bomba;CONJUNTO MOTOR BOMBA, TIPO SOLAR FOTOVOLTAICA, VAZÃO 360 L/H, CARACTERÍSTICASADICIONAIS KIT: BOMBA SAPO, PLACA FOTOVOLTAICA E CONTROLADOR, APLICAÇÃODRENAGEM DE ÁGUA SUBTERRÂNEA;20.0;Unidade;3413,17;2800,00;2800,00;56000,00;;;Homologado;Sim;58776870000137;B. K. TATEISHI LTDA;Participação exclusiva para ME/EPP;Menor preço;;;;;;01/12/2025;04/09/2025;01/12/2025;
LEI14133;itens_15813205902412025_pncp_p1.json;2026-03-26 08:35:47;15813205902412025;1581320590241202500020;00020;Material;328159;Conexão hidráulica;CONEXÃO HIDRÁULICA, MATERIAL PVC- CLORETO DE POLIVINILA, TIPO CAP, TIPOFIXAÇÃO SOLDÁVEL, BITOLA LADO SOLDÁVEL 75 MM, APLICAÇÃO IRRIGAÇÃO, COR AZUL;140.0;Unidade;10,38;7,27;7,27;1017,80;;;Homologado;Sim;51659136000149;SOUL DISTRIBUIDORA DE PRODUTOS E EQUIPAMENTOS INDUSTRIAIS LTDA;Participação exclusiva para ME/EPP;Menor preço;;;;;;17/12/2025;04/09/2025;17/12/2025;
LEI14133;itens_15813205902412025_pncp_p1.json;2026-03-26 08:35:47;15813205902412025;1581320590241202500015;00015;Material;455996;Conexão hidráulica;CONEXÃO HIDRÁULICA, MATERIAL: PVC - CLORETO DE POLIVINILA , TIPO: CURVA 90° , TIPO FIXAÇÃO: SOLDÁVEL , APLICAÇÃO: IRRIGAÇÃO , COR: AZUL , BITOLA: 75 MM;130.0;Unidade;23,71;;;;;;Fracassado;;;;Participação exclusiva para ME/EPP;Menor preço;;;;;;;04/09/2025;17/12/2025;
LEI14133;itens_15813205902412025_pncp_p1.json;2026-03-26 08:35:47;15813205902412025;1581320590241202500071;00071;Material;257843;Tubo Pvc Soldável;TUBO PVC SOLDÁVEL, APLICAÇÃO IRRIGAÇÃO, COR AZUL, DIÂMETRO NOMINAL 75 MM,COMPRIMENTO 6 M, PRESSÃO 60 MCA, MATERIAL PVC RÍGIDO;150.0;Tubo 6,00 M;101,48;89,99;89,99;13498,50;;;Homologado;Sim;51659136000149;SOUL DISTRIBUIDORA DE PRODUTOS E EQUIPAMENTOS INDUSTRIAIS LTDA;Participação exclusiva para ME/EPP;Menor preço;;;;;;01/12/2025;04/09/2025;01/12/2025;
LEI14133;itens_15813205902412025_pncp_p1.json;2026-03-26 08:35:47;15813205902412025;1581320590241202500063;00063;Material;397027;Tê - conexão para tubos canos - roscável;TÊ - CONEXÃO PARA TUBOS CANOS - ROSCÁVEL, MATERIAL PVC- CLORETO DE POLIVINILA,DIÂMETRO ENTRADA 1/2 POL, COMPRIMENTO TOTAL 100 MM;200.0;Unidade;3,41;3,19;3,19;638,00;;;Homologado;Sim;51659136000149;SOUL DISTRIBUIDORA DE PRODUTOS E EQUIPAMENTOS INDUSTRIAIS LTDA;Participação exclusiva para ME/EPP;Menor preço;;;;;;01/12/2025;04/09/2025;01/12/2025;
LEI14133;itens_15813205902412025_pncp_p1.json;2026-03-26 08:35:47;15813205902412025;1581320590241202500026;00026;Material;404536;Forcado;FORCADO, MATERIAL AÇO SAE 1070, TIPO CURVO, COMPRIMENTO 210 MM, LARGURA 180 MM, QUANTIDADE DENTES 4 UN;35.0;Unidade;36,38;35,79;35,79;1252,65;;;Homologado;Sim;34465947000190;ROLDFER SERVICOS E ACESSORIOS LTDA;Participação exclusiva para ME/EPP;Menor preço;;;;;;01/12/2025;04/09/2025;01/12/2025;
LEI14133;itens_15813205902412025_pncp_p1.json;2026-03-26 08:35:47;15813205902412025;1581320590241202500025;00025;Material;216741;Foice;FOICE, MATERIAL AÇO, DUREZA 42 A 46 RC, TRATAMENTO SUPERFICIAL PINTURAENVERNIZADA, TIPO ROÇADEIRA, COMPRIMENTO LÂMINA 280 MM, COMPRIMENTO OLHO 95 MM, OLHO 30 MM, PESO 610 G;50.0;Unidade;40,91;40,91;40,91;2045,50;;;Homologado;Sim;18641075000117;LICITARE PRODUTOS, MATERIAIS E SERVICOS LTDA;Participação exclusiva para ME/EPP;Menor preço;;;;;;01/12/2025;04/09/2025;01/12/2025;
LEI14133;itens_15813205902412025_pncp_p1.json;2026-03-26 08:35:47;15813205902412025;1581320590241202500024;00024;Material;360578;Flange;FLANGE, MATERIAL PVC- CLORETO DE POLIVINILA, TIPO ROSCÁVEL, DIÂMETRO NOMINAL 1POL, APLICAÇÃO REDE HIDRÁULICA;96.0;Unidade;19,40;15,30;15,30;1468,80;;;Homologado;Sim;51659136000149;SOUL DISTRIBUIDORA DE PRODUTOS E EQUIPAMENTOS INDUSTRIAIS LTDA;Participação exclusiva para ME/EPP;Menor preço;;;;;;01/12/2025;04/09/2025;01/12/2025;
LEI14133;itens_15813205902412025_pncp_p1.json;2026-03-26 08:35:47;15813205902412025;1581320590241202500066;00066;Material;451491;Telha;TELHA, MATERIAL FIBROCIMENTO, TIPO ONDULADA, COMPRIMENTO 122 CM, LARGURA 110CM, ESPESSURA 5 MM;1260.0;Unidade;130,76;125,99;125,99;158747,40;;;Homologado;Sim;34465947000190;ROLDFER SERVICOS E ACESSORIOS LTDA;Não se aplica;Menor preço;;;;;;01/12/2025;04/09/2025;01/12/2025;
LEI14133;itens_15813205902412025_pncp_p1.json;2026-03-26 08:35:47;15813205902412025;1581320590241202500045;00045;Material;369299;Parafuso;PARAFUSO, MATERIAL GALVANIZADO, TIPO CABEÇA SEXTAVADA, COMPRIMENTO 250 MM,DIÂMETRO 8 MM, APLICAÇÃO TELHA FIBROCIMENTO, TIPO ROSCA SOBERBA;159.0;Embalagem 100,00 Un;102,04;101,79;101,79;16184,61;;;Homologado;Sim;60577712000108;JM COMERCIO, SERVICO E INCORPORACAO LTDA;Participação exclusiva para ME/EPP;Menor preço;;;;;;01/12/2025;04/09/2025;01/12/2025;
LEI14133;itens_15813205902412025_pncp_p1.json;2026-03-26 08:35:47;15813205902412025;1581320590241202500067;00067;Material;239393;Tesoura poda;TESOURA PODA, MATERIAL LÂMINA: AÇO INOXIDÁVEL , MATERIAL CABO: MADEIRA , CARACTERÍSTICAS ADICIONAIS: PARAFUSO FIXAÇÃO TIPO BORBOLETA , COMPRIMENTO LÂMINA: 15 CM, COMPRIMENTO CABO: 25 CM;136.0;Unidade;37,97;;;;;;Fracassado;;;;Participação exclusiva para ME/EPP;Menor preço;;;;;;;04/09/2025;17/12/2025;
LEI14133;itens_15813205902412025_pncp_p1.json;2026-03-26 08:35:47;15813205902412025;1581320590241202500059;00059;Material;471432;Seringa;SERINGA, MATERIAL: POLIPROPILENO , CAPACIDADE: 50 ML, TIPO BICO: BICO CENTRAL LUER LOCK OU SLIP , TIPO VEDAÇÃO: ÊMBOLO DE BORRACHA , ADICIONAL: GRADUADA, NUMERADA , ESTERILIDADE: ESTÉRIL, DESCARTÁVEL , APRESENTAÇÃO: EMBALAGEM INDIVIDUAL;28.0;Embalagem 100,00 Un;22,99;;;;;;Fracassado;;;;Participação exclusiva para ME/EPP;Menor preço;;;;;;;04/09/2025;17/12/2025;
LEI14133;itens_15813205902412025_pncp_p1.json;2026-03-26 08:35:47;15813205902412025;1581320590241202500053;00053;Material;455527;Registro esfera;REGISTRO ESFERA, MATERIAL: PVC , TIPO: MANUAL , BITOLA: 75 , APLICAÇÃO: IRRIGAÇÃO , TIPO FIXAÇÃO: SOLDÁVEL;90.0;Unidade;108,27;;;;;;Fracassado;;;;Participação exclusiva para ME/EPP;Menor preço;;;;;;;04/09/2025;17/12/2025;
LEI14133;itens_15813205902412025_pncp_p1.json;2026-03-26 08:35:47;15813205902412025;1581320590241202500038;00038;Material;249186;Mourão concreto;MOURÃO CONCRETO, APLICAÇÃO CERCA TELA, COMPRIMENTO TOTAL 3,00 M, COMPRIMENTOFORA SOLO 2,50 M, CARGA ÚTIL 100 KG, CARGA RUPTURA 150 KG, PESO 42 KG,CARACTERÍSTICAS ADICIONAIS PONTA INCLINADA COM 50 CM;700.0;Unidade;132,44;99,70;99,70;69790,00;;;Homologado;Sim;47865006000195;3 G COMERCIO E SERVICOS LTDA;Não se aplica;Menor preço;;;;;;01/12/2025;04/09/2025;01/12/2025;
LEI14133;itens_15813205902412025_pncp_p1.json;2026-03-26 08:35:47;15813205902412025;1581320590241202500013;00013;Material;613837;Anel Vedação;ANEL VEDAÇÃO, MATERIAL BORRACHA, CARACTERÍSTICAS ADICIONAIS REFERÊNCIA:NSN5331-01-245-8777;200.0;Unidade;1,09;0,90;0,90;180,00;;;Homologado;Sim;51659136000149;SOUL DISTRIBUIDORA DE PRODUTOS E EQUIPAMENTOS INDUSTRIAIS LTDA;Participação exclusiva para ME/EPP;Menor preço;;;;;;01/12/2025;04/09/2025;01/12/2025;
LEI14133;itens_15813205902412025_pncp_p1.json;2026-03-26 08:35:47;15813205902412025;1581320590241202500062;00062;Material;605637;Conexão hidráulica;"CONEXÃO HIDRÁULICA, MATERIAL PVC, TIPO TÊ, TIPO FIXAÇÃO SOLDÁVEL, APLICAÇÃOIRRIGAÇÃO, COR AZUL, CARACTERÍSTICAS ADICIONAIS 1 DIÂMETRO ENTRADA: 35 MM;DIÂMETRO SAÍDA: 35 MM;";130.0;Unidade;23,00;15,89;15,89;2065,70;;;Homologado;Sim;34465947000190;ROLDFER SERVICOS E ACESSORIOS LTDA;Participação exclusiva para ME/EPP;Menor preço;;;;;;01/12/2025;04/09/2025;01/12/2025;
LEI14133;itens_15813205902412025_pncp_p1.json;2026-03-26 08:35:47;15813205902412025;1581320590241202500014;00014;Material;454998;Conexão hidráulica;CONEXÃO HIDRÁULICA, MATERIAL POLIETILENO, TIPO CONECTOR, CARACTERÍSTICASADICIONAIS PARA GOTEJAMENTO, APLICAÇÃO IRRIGAÇÃO, BITOLA I 16 MM;135.0;Unidade;3,24;2,49;2,49;336,15;;;Homologado;Sim;34465947000190;ROLDFER SERVICOS E ACESSORIOS LTDA;Participação exclusiva para ME/EPP;Menor preço;;;;;;01/12/2025;04/09/2025;01/12/2025;
LEI14133;itens_15813205902412025_pncp_p1.json;2026-03-26 08:35:47;15813205902412025;1581320590241202500060;00060;Material;247662;Serrote poda;SERROTE PODA, APLICAÇÃO JARDINAGEM, TIPO PARA GALHOS ALTOS, COM TRAVA,MATERIAL LÂMINA AÇO CARBONO, MATERIAL CABO MADEIRA, COMPRIMENTO CABO 1,50 M,PESO 2.000 G;55.0;Unidade;239,90;221,87;221,87;12202,85;;;Homologado;Sim;54793517000104;MAX-FER TOOLS COMERCIAL LTDA;Participação exclusiva para ME/EPP;Menor preço;;;;;;01/12/2025;04/09/2025;01/12/2025;
LEI14133;itens_15813205902412025_pncp_p1.json;2026-03-26 08:35:47;15813205902412025;1581320590241202500058;00058;Material;460533;Saco;SACO, MATERIAL: PLÁSTICO , COR: PRETA , APLICAÇÃO: PRODUÇÃO PLANTIO MUDAS , CARACTERÍSTICAS ADICIONAIS: COM FURO , ALTURA: 30 CM, LARGURA: 20 CM, ESPESSURA: 0,016 CM;42.0;Pacote 1000,00 Un;47,73;;;;;;Fracassado;;;;Participação exclusiva para ME/EPP;Menor preço;;;;;;;04/09/2025;01/12/2025;
LEI14133;itens_15813205902412025_pncp_p1.json;2026-03-26 08:35:47;15813205902412025;1581320590241202500057;00057;Material;452470;Saco;SACO, MATERIAL PLÁSTICO, COR PRETA, APLICAÇÃO PRODUÇÃO DE MUDAS,CARACTERÍSTICAS ADICIONAIS COM FURO, ALTURA 20 CM, LARGURA 20 CM, ESPESSURA0,5 CM;44.0;Pacote 1000,00 Un;219,28;219,20;219,20;9644,80;;;Homologado;Sim;38972458000185;EBENEZER PRESTADORA DE SERVICOS LTDA;Participação exclusiva para ME/EPP;Menor preço;;;;;;01/12/2025;04/09/2025;01/12/2025;
LEI14133;itens_15813205902412025_pncp_p1.json;2026-03-26 08:35:47;15813205902412025;1581320590241202500078;00078;Material;618199;Torneira;TORNEIRA, MATERIAL CORPO METAL, TIPO ALAVANCA, DIÂMETRO 1/2 POL,CARACTERISTICAS ADICIONAIS ACIONAMENTO MANUAL, FECHAMENTO AUTOMÁTICO;110.0;Unidade;65,11;65,00;65,00;7150,00;;;Homologado;Sim;58924171000197;F A DE OLIVEIRA METAIS;Participação exclusiva para ME/EPP;Menor preço;;;;;;01/12/2025;04/09/2025;01/12/2025;
LEI14133;itens_15813205902412025_pncp_p1.json;2026-03-26 08:35:47;15813205902412025;1581320590241202500055;00055;Material;426158;Sacho;SACHO, MATERIAL SACHO AÇO CARBONO, COR SACHO LARANJA, QUANTIDADE PONTAS 2 UN,COMPRIMENTO CABO 10 CM, COMPRIMENTO SACHO 240 MM, LARGURA SACHO 430 MM;70.0;Unidade;62,75;19,60;19,60;1372,00;;;Homologado;Sim;54793517000104;MAX-FER TOOLS COMERCIAL LTDA;Participação exclusiva para ME/EPP;Menor preço;;;;;;01/12/2025;04/09/2025;01/12/2025;
LEI14133;itens_15813205902412025_pncp_p1.json;2026-03-26 08:35:47;15813205902412025;1581320590241202500077;00077;Material;466190;Conexão hidráulica;CONEXÃO HIDRÁULICA, MATERIAL PLÁSTICO, TIPO UNIÃO, TIPO FIXAÇÃO ENCAIXE,APLICAÇÃO IRRIGAÇÃO, BITOLA III 18 MM;83.0;Unidade;2,12;2,12;2,12;175,96;;;Homologado;Sim;51659136000149;SOUL DISTRIBUIDORA DE PRODUTOS E EQUIPAMENTOS INDUSTRIAIS LTDA;Participação exclusiva para ME/EPP;Menor preço;;;;;;01/12/2025;04/09/2025;01/12/2025;
LEI14133;itens_15813205902412025_pncp_p1.json;2026-03-26 08:35:47;15813205902412025;1581320590241202500076;00076;Material;279114;Trena;TRENA, MATERIAL AÇO, LARGURA LÂMINA 25 MM, COMPRIMENTO 5 M, CARACTERÍSTICASADICIONAIS CAIXA PLÁSTICA RESISTENTE, COM TRAVA E PRESILHA, G;470.0;Unidade;11,58;11,58;11,58;5442,60;;;Homologado;Sim;54793517000104;MAX-FER TOOLS COMERCIAL LTDA;Participação exclusiva para ME/EPP;Menor preço;;;;;;01/12/2025;04/09/2025;01/12/2025;
LEI14133;itens_15813205902412025_pncp_p1.json;2026-03-26 08:35:47;15813205902412025;1581320590241202500064;00064;Material;250193;Tela metálica;TELA METÁLICA, MATERIAL ARAME GALVANIZADO, TIPO TELA ALAMBRADO, TIPO ABERTURAMALHA LOSANGULAR, TAMANHO ABERTURA MALHA 2 POL, DIÂMETRO FIO 1,20 MM,COMPRIMENTO 2 M, ALTURA 2 M;2300.0;Metro;41,00;21,49;21,49;49427,00;;;Homologado;Sim;48925960000199;FERMETAL INDUSTRIA E COMERCIO DE ARAMES LTDA;Não se aplica;Menor preço;;;;;;01/12/2025;04/09/2025;01/12/2025;
LEI14133;itens_15813205902412025_pncp_p1.json;2026-03-26 08:35:47;15813205902412025;1581320590241202500006;00006;Material;603640;Bomba hidráulica;BOMBA HIDRÁULICA, POTÊNCIA 1 CV, TENSÃO ALIMENTAÇÃO 220 V, CARACTERÍSTICASADICIONAIS SUBMERSIVEL ÁGUA SUJA ALTURA MANOMÉTRICA 9MCA, TIPO MOTORMONOFASICO, DIÂMETRO 3/4 POL;8.0;Unidade;1459,17;699,98;699,98;5599,84;;;Homologado;Sim;58776870000137;B. K. TATEISHI LTDA;Participação exclusiva para ME/EPP;Menor preço;;;;;;01/12/2025;04/09/2025;01/12/2025;
LEI14133;itens_15813205902412025_pncp_p1.json;2026-03-26 08:35:47;15813205902412025;1581320590241202500035;00035;Material;257856;Luva conexão;LUVA CONEXÃO, MATERIAL PVC- CLORETO DE POLIVINILA RÍGIDO, TIPO SOLDÁVEL,BITOLA LADO SOLDÁVEL 50 MM, COMPRIMENTO 75 MM, COR AZUL;108.0;Unidade;13,18;9,49;9,49;1024,92;;;Homologado;Sim;51659136000149;SOUL DISTRIBUIDORA DE PRODUTOS E EQUIPAMENTOS INDUSTRIAIS LTDA;Participação exclusiva para ME/EPP;Menor preço;;;;;;01/12/2025;04/09/2025;01/12/2025;
