codigo_documento;sequencial;descricao;codigo_subelemento;descricao_subelemento;valor_atual;arquivo_origem;data_extracao
155849264152023NE000078;1;DESPESA REFERENTE AUXÍLIO A ESTUDANTES ATLETAS DO IFMS CAMPUS NAVIRAÍ P/ ATENDER PARTICIPAÇÃO DISCENTE NOS JOGOS DO IFMS 2023 (JIFMS 2023). CONFORME OFÍCIO 16/2023 NV-DIRAD E DESPACHO OD 534893. PROC SUAP: 23347.006592.2023-52;01;BOLSAS DE ESTUDO NO PAIS;17.400,00;itens_NV_155849264152023NE000078.json;2026-03-24 22:36:46
155849264152023NE000079;1;DESPESA REFERENTE AUXÍLIO MONITORIA (ENSINO MÉDIO) A ESTUDANTES DO IFMS - CAMPUS NAVIRAÍ. EDITAL 12/2023 PROEN/IFMS - 2 PARCELA. CONFORME OFÍCIO 05/2023 NV-ADEPE. PROC SUAP: 23347.004428.2023-19;01;BOLSAS DE ESTUDO NO PAIS;400,00;itens_NV_155849264152023NE000079.json;2026-03-24 22:58:17
155849264152023NE000080;1;DESPESA REFERENTE AUXÍLIO MONITORIA (ENSINO SUPERIOR) A ESTUDANTES DO IFMS - CAMPUS NAVIRAÍ. EDITAL 12/2023 PROEN/IFMS - 2 PARCELA. CONFORME OFÍCIO 05/2023 NV-ADEPE. PROC SUAP: 23347.004428.2023-19;01;BOLSAS DE ESTUDO NO PAIS;600,00;itens_NV_155849264152023NE000080.json;2026-03-24 22:46:53
155849264152023NE000081;1;Item compra: 00041 - AUXILIAR DE COZINHA;05;SERVICOS DE COPA E COZINHA;29.995,16;itens_NV_155849264152023NE000081.json;2026-03-24 23:23:29
155849264152023NE000081;2;Item compra: 00042 - COZINHEIRO;05;SERVICOS DE COPA E COZINHA;35.147,83;itens_NV_155849264152023NE000081.json;2026-03-24 23:23:29
155849264152023NE000082;1;DESPESA REFERENTE AUXÍLIO ESTUDANTIL (PARCELA 1 E 2) P/ ATENDER DESENVOLVIMENTO DE PROJETOS DE ENSINO NO IFMS - CAMPUS NAVIRAÍ - EDITAL 05/2023 PROEN/IFMS. CONFORME OFÍCIO 36/2023 NV-DIREN. PROC SUAP: 23347.004043.2023-43;01;BOLSAS DE ESTUDO NO PAIS;5.400,00;itens_NV_155849264152023NE000082.json;2026-03-24 22:38:32
155849264152023NE000083;1;DESPESA REFERENTE AUXÍLIO ESTUDANTIL P/ ATENDER REALIZAÇÃO DE VISITA TÉCNICA DE DISCENTES DO IFMS - CAMPUS NAVIRAÍ. EDITAL 21/2023 PROEN/IFMS. CONFORME OFÍCIO 39/2023 NV-DIREN. PROC SUAP: 23347.005568.2023-04;01;BOLSAS DE ESTUDO NO PAIS;5.200,00;itens_NV_155849264152023NE000083.json;2026-03-24 22:35:55
155849264152023NE000084;1;DESPESA COM RESSARCIMENTO DE PASSAGENS DE PESSOAL CIVIL NO PAÍS AOS SERVIDORES DO IFMS - CAMPUS NAVIRAÍ / EXERCÍCIO 2023. PROC SUAP: 23347.000541.2023-17;14;RESSARCIMENTO DE PASSAGENS E DESP.C/LOCOMOCAO;1.053,96;itens_NV_155849264152023NE000084.json;2026-03-24 22:38:55
155849264152023NE000085;1;DESPESA P/ ATENDER PAGAMENTO DE DIÁRIAS REF. PARTICIPAÇÃO DE SERVIDORES DO IFMS (CAMPUS NAVIRAÍ) NO IV ENCONTRO PNAE REDE FEDERAL, NO IFSUL DE MINAS - CAMPUS POÇO DE CALDAS. CONFORME DESPACHO 741/2023 DIRAP. PROC SUAP: 23347.005772.2023-17;14;DIARIAS NO PAIS;1.090,91;itens_NV_155849264152023NE000085.json;2026-03-24 22:38:50
155849264152023NE000086;1;DESPESA REFERENTE RESSARCIMENTO EXCEPCIONAL DESTINADO A ATENDER CONSERTO DE VEÍCULO OFICIAL EM VIAGEM INSTITUCIONAL. CONFORME OFÍCIO 08/2023 NVCOREN - OFÍCIO 17/2023 NVDIRAD E POSTERIOR DESPACHO OD 535464. PROC SUAP: 23347.006515.2023-01;02;RESTITUICOES;664,00;itens_NV_155849264152023NE000086.json;2026-03-24 22:39:13
155849264152023NE000087;1;DESPESA DE BOLSA ESTUDANTIL (ENSINO SUPERIOR) MENINAS E MULHERES EM PESQUISAS CIENTÍFICAS REFERENTE AO EDITAL 31/2022 - PROPI/IFMS (PARCELA 11/12). CONFORME OFÍCIO 19/2023 NV-COPEI. PROC SUAP: 23347.009682.2022-14;01;BOLSAS DE ESTUDO NO PAIS;700,00;itens_NV_155849264152023NE000087.json;2026-03-24 23:02:44
155849264152023NE000088;1;DESPESA DE BOLSA ESTUDANTIL (ENSINO MÉDIO) MENINAS E MULHERES EM PESQUISAS CIENTÍFICAS REFERENTE AO EDITAL 31/2022 - PROPI/IFMS (PARCELA 11/12). CONFORME OFÍCIO 19/2023 NV-COPEI. PROC SUAP: 23347.009682.2022-14;01;BOLSAS DE ESTUDO NO PAIS;900,00;itens_NV_155849264152023NE000088.json;2026-03-24 22:39:18
155849264152023NE000089;1;DESPESA REFERENTE AUXÍLIO PIBAEX AOS ESTUDANTES (PARCELA JUN/2023) P/ ATENDER AO EDITAL 019/2022 - PROEX/IFMS. CONFORME OFÍCIO 16/2023 NV-COERI. PROC SUAP: 23347.008686.2022-85;01;BOLSAS DE ESTUDO NO PAIS;600,00;itens_NV_155849264152023NE000089.json;2026-03-24 23:02:48
155849264152023NE000090;1;DESPESA REFERENTE AUXÍLIO PIBAEX AOS ESTUDANTES (PARCELA JUN/2023) P/ ATENDER AO EDITAL 010/2022 - PROEX/IFMS. CONFORME OFÍCIO 17/2023 NV-COERI. PROC SUAP: 23347.006176.2022-73;01;BOLSAS DE ESTUDO NO PAIS;1.600,00;itens_NV_155849264152023NE000090.json;2026-03-24 22:46:57
155849264152023NE000091;1;DESPESA P/ ATENDER AOS ESTUDANTES VETERANOS (ENSINO MÉDIO INTEGRADO) CONTEMPLADOS NO EDITAL DE AUXÍLIO PERMANÊNCIA 01/2023 - PROEN/IFMS. REFERENTE PARCELA JUN/2023. CONFORME OFÍCIO 11/2023 NV-NUGED. PROC SUAP: 23347.000026.2023-37.;01;BOLSAS DE ESTUDO NO PAIS;18.600,00;itens_NV_155849264152023NE000091.json;2026-03-24 22:38:59
155849264152023NE000092;1;DESPESA P/ ATENDER AOS ESTUDANTES VETERANOS (PROEJA) CONTEMPLADOS NO EDITAL DE AUXÍLIO PERMANÊNCIA 01/2023 - PROEN/IFMS. REFERENTE PARCELA JUN/2023. CONFORME OFÍCIO 11/2023 NV-NUGED. PROC SUAP: 23347.000026.2023-37.;01;BOLSAS DE ESTUDO NO PAIS;1.600,00;itens_NV_155849264152023NE000092.json;2026-03-24 22:36:09
155849264152023NE000093;1;DESPESA P/ ATENDER AOS ESTUDANTES VETERANOS (ENSINO SUPERIOR) CONTEMPLADOS NO EDITAL DE AUXÍLIO PERMANÊNCIA 01/2023 - PROEN/IFMS. REFERENTE PARCELA JUN/2023. CONFORME OFÍCIO 11/2023 NV-NUGED. PROC SUAP: 23347.000026.2023-37.;01;BOLSAS DE ESTUDO NO PAIS;10.400,00;itens_NV_155849264152023NE000093.json;2026-03-24 22:41:32
155849264152023NE000094;1;DESPESA P/ ATENDER AOS ESTUDANTES VETERANOS (TÉCNICO SUBSEQUENTE) CONTEMPLADOS NO EDITAL DE AUXÍLIO PERMANÊNCIA 01/2023 - PROEN/IFMS. REFERENTE PARCELA JUN/2023. CONFORME OFÍCIO 11/2023 NV-NUGED. PROC SUAP: 23347.000026.2023-37.;01;BOLSAS DE ESTUDO NO PAIS;400,00;itens_NV_155849264152023NE000094.json;2026-03-24 22:36:14
155849264152023NE000095;1;DESPESA P/ ATENDER AOS ESTUDANTES INGRESSANTES (ENSINO MÉDIO INTEGRADO) CONTEMPLADOS NO EDITAL DE AUXÍLIO PERMANÊNCIA 19/2023 - PROEN/IFMS. REFERENTE PARCELA JUN/2023. CONFORME OFÍCIO 12/2023 NV-NUGED. PROC SUAP: 23347.007717.2023-61.;01;BOLSAS DE ESTUDO NO PAIS;7.200,00;itens_NV_155849264152023NE000095.json;2026-03-24 22:41:50
155849264152023NE000096;1;DESPESA P/ ATENDER AOS ESTUDANTES INGRESSANTES (PROEJA) CONTEMPLADOS NO EDITAL DE AUXÍLIO PERMANÊNCIA 19/2023 - PROEN/IFMS. REFERENTE PARCELA JUN/2023. CONFORME OFÍCIO 12/2023 NV-NUGED. PROC SUAP: 23347.007717.2023-61.;01;BOLSAS DE ESTUDO NO PAIS;400,00;itens_NV_155849264152023NE000096.json;2026-03-24 22:41:37
155849264152023NE000097;1;DESPESA REFERENTE RESSARCIMENTO NA AQUISICAO DE PASSAGEM TERRESTRE P/ ATENDER PARTICIPACAO DE SERVIDOR EM ENCONTRO DOS COORDENADORES PROEJA NO IFMS CAMPUS COXIM. CONFORME PCDP 1/2023 NV-COPMI E POSTERIOR AUTORIZACAO OD - DESPACHO 542332. PROC SUAP: 23347.007572.2023-07;14;RESSARCIMENTO DE PASSAGENS E DESP.C/LOCOMOCAO;287,36;itens_NV_155849264152023NE000097.json;2026-03-24 22:41:55
155849264152023NE000098;1;DESPESA REFERENTE AUXÍLIO ESTUDANTIL (PARCELA 3) P/ ATENDER DESENVOLVIMENTO DE PROJETOS DE ENSINO NO IFMS - CAMPUS NAVIRAÍ - EDITAL 05/2023 PROEN/IFMS. CONFORME DESPACHO OD 542709 NV-DIREN. PROC SUAP: 23347.004043.2023-43;01;BOLSAS DE ESTUDO NO PAIS;2.700,00;itens_NV_155849264152023NE000098.json;2026-03-24 22:41:41
155849264152023NE000099;1;DESPESA REFERENTE AUXÍLIO MONITORIA (ENSINO MÉDIO) A ESTUDANTES DO IFMS - CAMPUS NAVIRAÍ. EDITAL 12/2023 PROEN/IFMS - 3 PARCELA. CONFORME OFÍCIO 06/2023 NV-ADEPE. PROC SUAP: 23347.004428.2023-19;01;BOLSAS DE ESTUDO NO PAIS;400,00;itens_NV_155849264152023NE000099.json;2026-03-24 22:42:00
155849264152023NE000100;1;DESPESA REFERENTE AUXÍLIO MONITORIA (ENSINO SUPERIOR) A ESTUDANTES DO IFMS - CAMPUS NAVIRAÍ. EDITAL 12/2023 PROEN/IFMS - 3 PARCELA. CONFORME OFÍCIO 06/2023 NV-ADEPE. PROC SUAP: 23347.004428.2023-19;01;BOLSAS DE ESTUDO NO PAIS;600,00;itens_NV_155849264152023NE000100.json;2026-03-24 22:41:46
155849264152023NE000101;1;DESPESA P/ ATENDER BOLSA AOS ESTUDANTES (ENSINO SUPERIOR) CONTEMPLADOS NO EDITAL DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA 029/2022 PROPI/IFMS. REF. PARCELA DE JUN/2023 (10/12). CONFORME OFÍCIO 20/2023 NV-COPEI. PROC SUAP: 23347.011465.2022-94.;01;BOLSAS DE ESTUDO NO PAIS;7.700,00;itens_NV_155849264152023NE000101.json;2026-03-24 22:42:04
155849264152023NE000102;1;DESPESA P/ ATENDER BOLSA AOS ESTUDANTES (ENSINO MÉDIO) CONTEMPLADOS NO EDITAL DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA 029/2022 PROPI/IFMS. REF. PARCELA DE JUN/2023 (10/12). CONFORME OFÍCIO 20/2023 NV-COPEI. PROC SUAP: 23347.011465.2022-94.;01;BOLSAS DE ESTUDO NO PAIS;300,00;itens_NV_155849264152023NE000102.json;2026-03-24 22:56:36
155849264152023NE000103;1;DESPESA REFERENTE RESSARCIMENTO COM PEDÁGIO P/ ATENDER VISITA TÉCNICA A HORTITEC 2023. CONFORME DECLARAÇÃO 12/2023 NV-COBAG E DESPACHO 05/2023 NV-DIRAD. PROC SUAP: 23347.007689.2023-82;14;RESSARCIMENTO DE PASSAGENS E DESP.C/LOCOMOCAO;654,50;itens_NV_155849264152023NE000103.json;2026-03-24 22:56:41
155849264152023NE000104;1;DESPESA P/ ATENDER CONTRIBUIÇÃO PREVIDENCIÁRIA PATRONAL (NFSe 275 E 276 - CELSO LOPES DE SA MEI) REFERENTE SERVIÇO DE MANUTENÇÃO VEICULAR P/ A FROTA DO IFMS - CAMPUS NAVIRAÍ. CONFORME CTR 03/2021 - UASG: 155849 / PE SRP 01/2020 - UASG: 158451. PROC SUAP: 23347.006920.2021-59.;18;CONTRIB.PREVIDENCIARIAS-SERVICOS DE TERCEIROS;141,93;itens_NV_155849264152023NE000104.json;2026-03-24 22:43:27
155849264152023NE000105;1;DESPESA P/ ATENDER JUROS E MULTA SOBRE CONTRIBUIÇÃO PREVIDENCIÁRIA PATRONAL (NFSe 275 E 276 - CELSO LOPES DE SA MEI) REFERENTE SERVIÇO DE MANUTENÇÃO VEICULAR P/ A FROTA DO IFMS - CAMPUS NAVIRAÍ. CONFORME CTR 03/2021 - UASG: 155849 / PE SRP 01/2020 - UASG: 158451. PROC SUAP: 23347.006920.2021-59.;37;JUROS E MULTA DE MORA;8,43;itens_NV_155849264152023NE000105.json;2026-03-24 22:42:13
155849264152023NE000106;1;DESPESA REFERENTE RESSARCIMENTO NA AQUISICAO DE PASSAGEM TERRESTRE P/ ATENDER PARTICIPACAO DE SERVIDOR EM ENCONTRO DOS COORDENADORES COGEA EM CAMPO GRANDE. CONFORME PCDP 4/2023 NV-COGEA E POSTERIOR AUTORIZACAO OD - DESPACHO 545677. PROC SUAP: 23347.008061.2023-02;14;RESSARCIMENTO DE PASSAGENS E DESP.C/LOCOMOCAO;279,36;itens_NV_155849264152023NE000106.json;2026-03-24 22:38:09
155849264152023NE000107;1;Item compra: 00001 - Serviço;96;OUTROS SERV.DE TERCEIROS PJ- PAGTO ANTECIPADO;580,20;itens_NV_155849264152023NE000107.json;2026-03-24 22:38:23
155849264152023NE000108;1;Item compra: 00002 - Material;96;MATERIAL DE CONSUMO - PAGTO ANTECIPADO;1.166,05;itens_NV_155849264152023NE000108.json;2026-03-24 22:42:22
155849264152023NE000109;1;DESPESA REFERENTE RESSARCIMENTO NA AQUISICAO DE PASSAGEM TERRESTRE P/ ATENDER RETORNO À NAVIRAÍ DE SERVIDOR EM VISITA TÉCNICA NA SETEC/SPO/MEC EM BRASÍLIA. CONFORME PCDP 24/2023 NV-DIRAD E POSTERIOR AUTORIZACAO OD - DESPACHO 547833. PROC SUAP: 23347.008202.2023-89;14;RESSARCIMENTO DE PASSAGENS E DESP.C/LOCOMOCAO;127,43;itens_NV_155849264152023NE000109.json;2026-03-24 22:42:26
155849264152023NE000110;1;DESPESA REFERENTE RESSARCIMENTO COM PEDÁGIO P/ ATENDER VISITA TÉCNICA NO IV ENCONTRO NACIONAL DO PNAE DA REDE FEDERAL EM POÇOS DE CALDAS - MG. CONFORME REQUERIMENTO 02/2023 E POSTERIOR AUTORIZACAO OD - DESPACHO 06/2023 NV-DIRAD. PROC SUAP: 23347.008038.2023-18;14;RESSARCIMENTO DE PASSAGENS E DESP.C/LOCOMOCAO;265,10;itens_NV_155849264152023NE000110.json;2026-03-24 22:42:30
155849264152023NE000111;1;DESPESA P/ ATENDER BOLSA COORDENADOR(A) DO PROGRAMA PERMANENTE DE AVALIAÇÃO E ACOMPANHAMENTO DA PÓS-GRADUAÇÃO DO IFMS - CAMPUS NAVIRAÍ - EDITAL 34/2023 PROPI/IFMS. EXERCÍCIO 2023. CONFORME ADO 23/2023 NV-DIRAD. PROC SUAP: 23347.008137.2023-91;01;AUXILIO A PESSOAS FISICAS;4.278,00;itens_NV_155849264152023NE000111.json;2026-03-24 22:47:01
155849264152023NE000112;1;DESPESA P/ ATENDER MULTA SOBRE CONTRIBUIÇÃO PREVIDENCIÁRIA PATRONAL (NFSe 2109 / 2117 / 2118 - VANDERLEI MONTEIRO CAVALCANTI MEI) REFERENTE SERVIÇO DE MANUTENÇÃO VEICULAR P/ A FROTA DO IFMS - CAMPUS NAVIRAÍ. CONFORME CTR 03/2021 - UASG: 155849 / PE SRP 01/2020 - UASG: 158451. PROC SUAP: 23347.006920.2021-59.;37;JUROS E MULTA DE MORA;1,54;itens_NV_155849264152023NE000112.json;2026-03-24 22:39:27
155849264152023NE000113;1;DESPESA P/ ATENDER CONTRIBUIÇÃO PREVIDENCIÁRIA PATRONAL (NFSe 2109 / 2117 / 2118 - VANDERLEI MONTEIRO CAVALCANTI MEI) REFERENTE SERVIÇO DE MANUTENÇÃO VEICULAR P/ A FROTA DO IFMS - CAMPUS NAVIRAÍ. CONFORME CTR 03/2021 - UASG: 155849 / PE SRP 01/2020 - UASG: 158451. PROC SUAP: 23347.006920.2021-59.;18;CONTRIB.PREVIDENCIARIAS-SERVICOS DE TERCEIROS;93,91;itens_NV_155849264152023NE000113.json;2026-03-24 22:40:41
155849264152023NE000114;1;DESPESA P/ ATENDER AOS ESTUDANTES VETERANOS (ENSINO MÉDIO INTEGRADO) CONTEMPLADOS NO EDITAL DE AUXÍLIO PERMANÊNCIA 01/2023 - PROEN/IFMS. REFERENTE PARCELA JUL/2023. CONFORME OFÍCIO 13/2023 NV-NUGED. PROC SUAP: 23347.000026.2023-37.;01;BOLSAS DE ESTUDO NO PAIS;17.800,00;itens_NV_155849264152023NE000114.json;2026-03-24 22:57:16
155849264152023NE000115;1;DESPESA P/ ATENDER AOS ESTUDANTES VETERANOS (PROEJA) CONTEMPLADOS NO EDITAL DE AUXÍLIO PERMANÊNCIA 01/2023 - PROEN/IFMS. REFERENTE PARCELA JUL/2023. CONFORME OFÍCIO 13/2023 NV-NUGED. PROC SUAP: 23347.000026.2023-37.;01;BOLSAS DE ESTUDO NO PAIS;1.600,00;itens_NV_155849264152023NE000115.json;2026-03-24 22:47:06
155849264152023NE000116;1;DESPESA P/ ATENDER AOS ESTUDANTES VETERANOS (SUPERIOR) CONTEMPLADOS NO EDITAL DE AUXÍLIO PERMANÊNCIA 01/2023 - PROEN/IFMS. REFERENTE PARCELA JUL/2023. CONFORME OFÍCIO 13/2023 NV-NUGED. PROC SUAP: 23347.000026.2023-37.;01;BOLSAS DE ESTUDO NO PAIS;10.200,00;itens_NV_155849264152023NE000116.json;2026-03-24 22:40:09
155849264152023NE000117;1;DESPESA P/ ATENDER AOS ESTUDANTES VETERANOS (TÉCNICO SUBSEQUENTE) CONTEMPLADOS NO EDITAL DE AUXÍLIO PERMANÊNCIA 01/2023 - PROEN/IFMS. REFERENTE PARCELA JUL/2023. CONFORME OFÍCIO 13/2023 NV-NUGED. PROC SUAP: 23347.000026.2023-37.;01;BOLSAS DE ESTUDO NO PAIS;400,00;itens_NV_155849264152023NE000117.json;2026-03-24 22:58:26
155849264152023NE000118;1;DESPESA P/ ATENDER AOS ESTUDANTES INGRESSANTES (ENSINO MÉDIO INTEGRADO) CONTEMPLADOS NO EDITAL DE AUXÍLIO PERMANÊNCIA 19/2023 - PROEN/IFMS. REFERENTE PARCELA JUL/2023. CONFORME OFÍCIO 14/2023 NV-NUGED. PROC SUAP: 23347.005865.2023-41.;01;BOLSAS DE ESTUDO NO PAIS;7.000,00;itens_NV_155849264152023NE000118.json;2026-03-24 22:42:48
155849264152023NE000119;1;DESPESA P/ ATENDER AOS ESTUDANTES INGRESSANTES (PROEJA) CONTEMPLADOS NO EDITAL DE AUXÍLIO PERMANÊNCIA 19/2023 - PROEN/IFMS. REFERENTE PARCELA JUL/2023. CONFORME OFÍCIO 14/2023 NV-NUGED. PROC SUAP: 23347.005865.2023-41.;01;BOLSAS DE ESTUDO NO PAIS;200,00;itens_NV_155849264152023NE000119.json;2026-03-24 22:58:30
155849264152023NE000120;1;DESPESA P/ ATENDER AOS ESTUDANTES INGRESSANTES (ENSINO SUPERIOR) CONTEMPLADOS NO EDITAL DE AUXÍLIO PERMANÊNCIA 19/2023 - PROEN/IFMS. REFERENTE PARCELA JUL/2023. CONFORME OFÍCIO 14/2023 NV-NUGED. PROC SUAP: 23347.005865.2023-41.;01;BOLSAS DE ESTUDO NO PAIS;200,00;itens_NV_155849264152023NE000120.json;2026-03-24 22:42:52
155849264152023NE000121;1;DESPESA P/ ATENDER AOS ESTUDANTES INGRESSANTES (TÉCNICO SUBSEQUENTE) CONTEMPLADOS NO EDITAL DE AUXÍLIO PERMANÊNCIA 19/2023 - PROEN/IFMS. REFERENTE PARCELA JUL/2023. CONFORME OFÍCIO 14/2023 NV-NUGED. PROC SUAP: 23347.005865.2023-41.;01;BOLSAS DE ESTUDO NO PAIS;400,00;itens_NV_155849264152023NE000121.json;2026-03-24 22:42:35
155849264152023NE000122;1;DESPESA DE BOLSA ESTUDANTIL (ENSINO SUPERIOR) MENINAS E MULHERES EM PESQUISAS CIENTÍFICAS REFERENTE AO EDITAL 31/2022 - PROPI/IFMS (PARCELA 12/12). CONFORME OFÍCIO 142/2023 RT-COPEF. PROC SUAP: 23347.009682.2022-14;01;BOLSAS DE ESTUDO NO PAIS;700,00;itens_NV_155849264152023NE000122.json;2026-03-24 22:42:57
155849264152023NE000123;1;DESPESA DE BOLSA ESTUDANTIL (ENSINO MÉDIO) MENINAS E MULHERES EM PESQUISAS CIENTÍFICAS REFERENTE AO EDITAL 31/2022 - PROPI/IFMS (PARCELA 12/12). CONFORME OFÍCIO 142/2023 RT-COPEF. PROC SUAP: 23347.009682.2022-14;01;BOLSAS DE ESTUDO NO PAIS;900,00;itens_NV_155849264152023NE000123.json;2026-03-24 22:42:39
155849264152023NE000124;1;DESPESA P/ ATENDER BOLSA AOS ESTUDANTES (ENSINO SUPERIOR) CONTEMPLADOS NO EDITAL DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA 029/2022 PROPI/IFMS. REF. PARCELA DE JUL/2023 (11/12). CONFORME OFÍCIO 107/2023 NV-DIRGE. PROC SUAP: 23347.011465.2022-94.;01;BOLSAS DE ESTUDO NO PAIS;7.700,00;itens_NV_155849264152023NE000124.json;2026-03-24 22:36:18
155849264152023NE000125;1;DESPESA P/ ATENDER BOLSA AOS ESTUDANTES (ENSINO MÉDIO) CONTEMPLADOS NO EDITAL DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA 029/2022 PROPI/IFMS. REF. PARCELA DE JUL/2023 (11/12). CONFORME OFÍCIO 107/2023 NV-DIRGE. PROC SUAP: 23347.011465.2022-94.;01;BOLSAS DE ESTUDO NO PAIS;300,00;itens_NV_155849264152023NE000125.json;2026-03-24 22:42:43
155849264152023NE000126;1;DESPESA REFERENTE AUXÍLIO TCC PARA ESTUDANTES MATRICULADOS EM CURSO DE POS-GRADUAÇÃO DO IFMS - CAMPUS NAVIRAÍ E APROVADOS NO EDITAL 33/2023 PROPI/IFMS. CONFORME OFÍCIO 58/2023 RT-COPOG. PROC SUAP: 23347.008369.2023-40;01;BOLSAS DE ESTUDO NO PAIS;2.000,00;itens_NV_155849264152023NE000126.json;2026-03-24 22:43:10
155849264152023NE000127;1;DESPESA REFERENTE AUXÍLIO ESTUDANTIL (PARCELA 4) P/ ATENDER DESENVOLVIMENTO DE PROJETOS DE ENSINO NO IFMS - CAMPUS NAVIRAÍ - EDITAL 05/2023 PROEN/IFMS. CONFORME OFÍCIO 48/2023 NV-DIREN. PROC SUAP: 23347.004043.2023-43;01;BOLSAS DE ESTUDO NO PAIS;2.700,00;itens_NV_155849264152023NE000127.json;2026-03-24 22:43:01
155849264152023NE000128;1;DESPESA REFERENTE AO AUXÍLIO À PUBLICAÇÃO DE ARTIGOS CIENTÍFICOS E RELATOS DE EXPERIÊNCIA (PARCELA ÚNICA) - EDITAL 14/2023 PROPI/IFMS. CONFORME OFÍCIO 91/2023 RT-DIRPE. PROC SUAP: 23347.007950.2023-44;01;AUXILIO A PESSOAS FISICAS;700,00;itens_NV_155849264152023NE000128.json;2026-03-24 22:43:14
155849264152023NE000129;1;DESPESA REFERENTE AUXÍLIO ESTUDANTIL P/ ATENDER PARTICIPAÇÃO NA OLIMPIADA BRASILEIRA DE ROBÓTICA (OBR 2023) - IFMS CAMPUS NAVIRAÍ. CONFORME OFÍCIO 148/2023 RT-PROPI. PROC SUAP: 23347.008188.2023-13;01;BOLSAS DE ESTUDO NO PAIS;2.560,00;itens_NV_155849264152023NE000129.json;2026-03-24 22:43:05
155849264152023NE000130;1;DESPESA P/ ATENDER AOS ESTUDANTES VETERANOS (ENSINO MÉDIO INTEGRADO) CONTEMPLADOS NO EDITAL DE AUXÍLIO PERMANÊNCIA 01/2023 - PROEN/IFMS. REFERENTE PARCELA AGO/2023. CONFORME OFÍCIO 15/2023 NV-NUGED. PROC SUAP: 23347.000026.2023-37.;01;BOLSAS DE ESTUDO NO PAIS;18.400,00;itens_NV_155849264152023NE000130.json;2026-03-24 22:57:24
155849264152023NE000131;1;DESPESA P/ ATENDER AOS ESTUDANTES VETERANOS (PROEJA) CONTEMPLADOS NO EDITAL DE AUXÍLIO PERMANÊNCIA 01/2023 - PROEN/IFMS. REFERENTE PARCELA AGO/2023. CONFORME OFÍCIO 15/2023 NV-NUGED. PROC SUAP: 23347.000026.2023-37.;01;BOLSAS DE ESTUDO NO PAIS;1.600,00;itens_NV_155849264152023NE000131.json;2026-03-24 22:57:20
155849264152023NE000132;1;DESPESA P/ ATENDER AOS ESTUDANTES VETERANOS (ENSINO SUPERIOR) CONTEMPLADOS NO EDITAL DE AUXÍLIO PERMANÊNCIA 01/2023 - PROEN/IFMS. REFERENTE PARCELA AGO/2023. CONFORME OFÍCIO 15/2023 NV-NUGED. PROC SUAP: 23347.000026.2023-37.;01;BOLSAS DE ESTUDO NO PAIS;8.600,00;itens_NV_155849264152023NE000132.json;2026-03-24 23:02:53
155849264152023NE000133;1;DESPESA P/ ATENDER AOS ESTUDANTES INGRESSANTES (ENSINO MÉDIO INTEGRADO) CONTEMPLADOS NO EDITAL DE AUXÍLIO PERMANÊNCIA 19/2023 - PROEN/IFMS. REFERENTE PARCELA AGO/2023. CONFORME OFÍCIO 16/2023 NV-NUGED. PROC SUAP: 23347.005865.2023-41.;01;BOLSAS DE ESTUDO NO PAIS;13.400,00;itens_NV_155849264152023NE000133.json;2026-03-24 22:43:18
155849264152023NE000134;1;DESPESA P/ ATENDER AOS ESTUDANTES INGRESSANTES (PROEJA) CONTEMPLADOS NO EDITAL DE AUXÍLIO PERMANÊNCIA 19/2023 - PROEN/IFMS. REFERENTE PARCELA AGO/2023. CONFORME OFÍCIO 16/2023 NV-NUGED. PROC SUAP: 23347.005865.2023-41.;01;BOLSAS DE ESTUDO NO PAIS;400,00;itens_NV_155849264152023NE000134.json;2026-03-24 23:02:57
155849264152023NE000135;1;DESPESA P/ ATENDER AOS ESTUDANTES INGRESSANTES (ENSINO SUPERIOR) CONTEMPLADOS NO EDITAL DE AUXÍLIO PERMANÊNCIA 19/2023 - PROEN/IFMS. REFERENTE PARCELA AGO/2023. CONFORME OFÍCIO 16/2023 NV-NUGED. PROC SUAP: 23347.005865.2023-41.;01;BOLSAS DE ESTUDO NO PAIS;1.000,00;itens_NV_155849264152023NE000135.json;2026-03-24 22:43:23
155849264152023NE000136;1;DESPESA P/ ATENDER AOS ESTUDANTES INGRESSANTES (TÉCNICO SUBSEQUENTE) CONTEMPLADOS NO EDITAL DE AUXÍLIO PERMANÊNCIA 19/2023 - PROEN/IFMS. REFERENTE PARCELA AGO/2023. CONFORME OFÍCIO 16/2023 NV-NUGED. PROC SUAP: 23347.005865.2023-41.;01;BOLSAS DE ESTUDO NO PAIS;400,00;itens_NV_155849264152023NE000136.json;2026-03-24 22:57:29
155849264152023NE000137;36;Item compra: 00036 - LEITE FLUIDO, ORIGEM DE VACA, TIPO B, TEOR GORDURA INTEGRAL, PROCESSAMENTOPASTEURIZADO, TRATAMENTO HOMOGENEIZADO;03;MATERIAL DESTINADO A ASSISTENCIA SOCIAL;7.336,35;itens_NV_155849264152023NE000137.json;2026-03-24 23:03:19
